should_axis,actual_axis
13.693751329154264,13.65231990814209
13.693751329154264,13.65256404876709
13.693751329154264,13.65305233001709
13.693751329154264,13.65341854095459
13.693751329154264,13.653754234313965
13.693751329154264,13.65408992767334
13.693751329154264,13.65439510345459
13.693751329154264,13.65463924407959
13.693751329154264,13.654940605163574
13.693751329154264,13.65512752532959
13.693751329154264,13.65537166595459
13.693751329154264,13.655621528625488
13.693751329154264,13.655770301818848
13.693751329154264,13.655896186828613
13.693751329154264,13.656188011169434
13.693751329154264,13.65634822845459
13.693751329154264,13.65647029876709
13.693751329154264,13.65659236907959
13.693751329154264,13.6568021774292
13.693751329154264,13.65695858001709
13.692648381802599,13.65695858001709
13.68558229566342,13.65708065032959
13.668828683702937,13.65720272064209
13.640592910975299,13.65732479095459
13.601188779206725,13.65744686126709
13.55200742745066,13.65744686126709
13.494370705525899,13.65756893157959
13.430652220517096,13.65756893157959
13.364603647488062,13.65756893157959
13.295457431972464,13.657353401184082
13.224241585238097,13.6565580368042
13.149643002816978,13.654688835144043
13.067389563726428,13.640503883361816
12.96820357724159,13.604165077209473
12.852308601080908,13.55751895904541
12.728369221048858,13.49001407623291
12.603535715232095,13.444127082824707
12.475092222978235,13.37402629852295
12.337967636219561,13.30090045928955
12.193510019863844,13.217061042785645
12.043742917122303,13.143050193786621
11.888458735684939,13.082581520080566
11.725538429822313,12.998709678649902
11.55652338978192,12.900057792663574
11.382014520274273,12.794671058654785
11.200489209357455,12.66059398651123
11.01285496695819,12.504626274108887
10.819772602479802,12.356270790100098
10.61982497744856,12.211771965026855
10.415049957918932,12.049084663391113
10.201786729868932,11.86766529083252
9.984454467883047,11.662171363830566
9.760432411329004,11.464777946472168
9.532193018927025,11.314356803894043
9.297778604309281,11.128321647644043
9.054455830488925,10.924372673034668
8.808951998588668,10.690646171569824
8.558075670751933,10.495951652526855
8.30237087038668,10.26845645904541
8.047724425674245,10.059327125549316
7.7932605759409235,9.83261775970459
7.538425362996059,9.551033973693848
7.283943474101109,9.374533653259277
7.029340892119657,9.152915000915527
6.774703031456142,8.887343406677246
6.52001742401804,8.65659236907959
6.2644644101697295,8.401459693908691
6.010747807949526,8.12172794342041
5.75607519897267,7.904482841491699
5.501193563618351,7.620200157165527
5.2458588588861685,7.408843040466309
4.99145787663815,7.133053779602051
4.736849198463476,6.9298505783081055
4.482794379586784,6.681820869445801
4.227418294387441,6.436144828796387
3.9726997969225573,6.162158012390137
3.718841275703822,5.955405235290527
3.4634320356245936,5.712603569030762
3.208751994788782,5.443352699279785
2.955143879340994,5.245558738708496
2.7003487224255345,4.97061824798584
2.4456474645408455,4.7316694259643555
2.190976443476667,4.492859840393066
1.9363648470255994,4.236161231994629
1.6816009865202919,4.023270606994629
1.4268968101930195,3.7201223373413086
1.171534517845394,3.524855613708496
0.917171206726059,3.2872419357299805
0.6630670529469286,3.02987003326416
0.40841434092937545,2.7950830459594727
0.1537955788521155,2.5051050186157227
-0.10082636654791462,2.30623722076416
-0.35604143771344554,2.0665082931518555
-0.6102095189616717,1.7956113815307617
-0.8648020219235633,1.579421043395996
-1.1195067277090074,1.307084083557129
-1.3741331804084427,1.093247413635254
-1.6286190468104853,0.8608217239379883
-1.8835317187035545,0.6126527786254883
-2.138190536861595,0.3870973587036133
-2.3966091756905454,0.12846660614013672
-2.648056201298005,-0.10922718793153763
-2.90211711660022,-0.38506415486335754
-3.1572552586437093,-0.5813532471656799
-3.412755484581578,-0.8628607392311096
-3.665992231898509,-1.082816243171692
-3.9205505137286485,-1.3313971757888794
-4.175248850041641,-1.600699543952942
-4.42997796101899,-1.8610049486160278
-4.684481866996112,-2.1312267780303955
-4.939148640357549,-2.3111774921417236
-5.194008523718845,-2.5531723499298096
-5.448440807147472,-2.811528444290161
-5.704210277495081,-3.1197445392608643
-5.958618155553547,-3.324662446975708
-6.213103487329922,-3.5578854084014893
-6.468414316413023,-3.8332626819610596
-6.722651366389591,-4.093383312225342
-6.976966140246387,-4.32100248336792
-7.231607713651957,-4.633447170257568
-7.485639716310213,-4.846612453460693
-7.740466973880499,-5.102880001068115
-7.994962389868991,-5.330916881561279
-8.24959441403307,-5.588843822479248
-8.504202302839051,-5.862372875213623
-8.758904355268765,-6.172255992889404
-9.014367441279907,-6.38449239730835
-9.268925721685909,-6.652900218963623
-9.52287735204902,-6.915992259979248
-9.777683652398284,-7.226138591766357
-10.032989174388087,-7.527690410614014
-10.287611384691429,-7.729163646697998
-10.5421476510042,-8.06130599975586
-10.7960114790574,-8.341920852661133
-11.050771891612742,-8.626432418823242
-11.305587476336688,-8.865631103515625
-11.560048937431834,-9.161117553710938
-11.814693164388027,-9.391992568969727
-12.06929813495164,-9.677520751953125
-12.323969680452016,-9.954446792602539
-12.579449218949105,-10.282526016235352
-12.83324274860441,-10.514190673828125
-13.087849573079216,-10.798044204711914
-13.342580013521447,-11.105438232421875
-13.597303023612827,-11.42892074584961
-13.85257326674291,-11.702119827270508
-14.106480860889372,-11.934366226196289
-14.36122031365044,-12.21306037902832
-14.616686584789703,-12.499589920043945
-14.870498683631297,-12.760770797729492
-15.126212605506845,-13.085235595703125
-15.381789525687022,-13.296623229980469
-15.632012382508305,-13.526277542114258
-15.88191046312155,-13.821422576904297
-16.122666976364982,-14.045642852783203
-16.358565607798905,-14.29745101928711
-16.587879867840268,-14.558507919311523
-16.810904102596865,-14.837993621826172
-17.02767293792503,-15.06513786315918
-17.238489154707956,-15.372167587280273
-17.44398478201667,-15.59878921508789
-17.643465856790144,-15.900524139404297
-17.836506878137815,-16.045761108398438
-18.024399453936514,-16.28809928894043
-18.204848119631837,-16.515586853027344
-18.379168993039684,-16.77497100830078
-18.548272350750082,-16.96538543701172
-18.71156184868999,-17.16579818725586
-18.866722017895487,-17.37421417236328
-19.01518896858313,-17.56680679321289
-19.158300621193373,-17.797985076904297
-19.29452672506897,-17.959354400634766
-19.422384495628542,-18.135038375854492
-19.543333545129745,-18.30382537841797
-19.66304701249514,-18.442296981811523
-19.778107111457455,-18.6091251373291
-19.881001381105488,-18.711267471313477
-19.967867731783183,-18.859025955200195
-20.043340198034674,-18.995990753173828
-20.11351806371007,-19.168729782104492
-20.180633064333236,-19.283946990966797
-20.244470308293657,-19.432811737060547
-20.30552116460208,-19.541507720947266
-20.362624893337234,-19.69743537902832
-20.414508826334416,-19.800504684448242
-20.459749629506238,-19.884197235107422
-20.49706303174235,-19.99837303161621
-20.52500585698054,-20.05849266052246
-20.543178886868475,-20.125009536743164
-20.55177747141032,-20.202211380004883
-20.552787861882692,-20.26382827758789
-20.552787861882692,-20.315580368041992
-20.552787861882692,-20.363710403442383
-20.552787861882692,-20.405641555786133
-20.552787861882692,-20.441255569458008
-20.552787861882692,-20.469440460205078
