should_axis2,actual_axis2
37.63657476910674,37.57919692993164
37.63657476910674,37.57919692993164
37.63657476910674,37.57919692993164
37.63657476910674,37.57919692993164
37.63657476910674,37.57919692993164
37.63657476910674,37.57919692993164
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57931900024414
37.63657476910674,37.57944107055664
37.63657476910674,37.57944107055664
37.63657476910674,37.57944107055664
37.63657476910674,37.57944107055664
37.63657476910674,37.57944107055664
37.63657476910674,37.57944107055664
37.63657476910674,37.57944107055664
37.636574769099006,37.57944107055664
37.63398763593942,37.57944107055664
37.617661287800736,37.57944107055664
37.57836169800386,37.57944107055664
37.51096373999302,37.57944107055664
37.41394983244451,37.57944107055664
37.288072908907864,37.57956314086914
37.13717569664386,37.57956314086914
36.96493461098923,37.57956314086914
36.776510584083695,37.57956314086914
36.57677285897181,37.577171325683594
36.36944293663702,37.56517028808594
36.15657750645545,37.516143798828125
35.938007423746704,37.414913177490234
35.711066175979646,37.29605484008789
35.46692420852091,37.137210845947266
35.184173199087574,37.004417419433594
34.85356221808903,36.845829010009766
34.48707285407788,36.64482879638672
34.10531047873441,36.48341751098633
33.722420607958696,36.27268981933594
33.33126737195185,36.00074768066406
32.91844670807581,35.82444381713867
32.48270267830458,35.593650817871094
32.03188809338826,35.29860305786133
31.5690990963908,34.981231689453125
31.088991077574455,34.6577262878418
30.587170466523677,34.29526138305664
30.071894994301157,33.92184066772461
29.539752193010983,33.54970932006836
28.989979818374145,33.07296371459961
28.418605098680718,32.702457427978516
27.834934907199635,32.281925201416016
27.23593211839237,31.829801559448242
26.613736405227414,31.363204956054688
25.989048833157124,30.86427879333496
25.340961273621833,30.36029052734375
24.675481419915315,29.8050594329834
23.992447238225967,29.287620544433594
23.296868044919755,28.73993492126465
22.58828872068292,28.165512084960938
21.86449561941753,27.392316818237305
21.120000937432767,26.893436431884766
20.3474794260874,26.332706451416016
19.56777393537681,25.693984985351562
18.796011289614334,25.064586639404297
18.02483339455752,24.38508415222168
17.25121900453111,23.629858016967773
16.481483247673964,22.947046279907227
15.708656629791491,22.264915466308594
14.938349311925215,21.523406982421875
14.166228496343647,20.76430320739746
13.394600453438159,20.015499114990234
12.620424157226733,19.273942947387695
