should_axis1,actual_axis1
41.59351817373878,41.569454193115234
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.19483672346499,-24.1917724609375
-24.192073207462737,-24.1917724609375
-24.174862833291282,-24.1917724609375
-24.134060595395393,-24.1917724609375
-24.06589238064432,-24.1917724609375
-23.96989566503882,-24.1917724609375
-23.848700459293838,-24.1917724609375
-23.7073307473995,-24.1917724609375
-23.550544406392863,-24.1917724609375
-23.383530871058795,-24.1917724609375
-23.211123943345157,-24.191326141357422
-23.03379401763049,-24.1699161529541
-22.850987325451086,-24.116943359375
-22.655396245699155,-24.04100799560547
-22.43014658426008,-23.94563102722168
-22.162261930627185,-23.84007453918457
-21.862837702093994,-23.710203170776367
-21.55098542139656,-23.572214126586914
-21.23435257684346,-23.416820526123047
-20.89856143738598,-23.247432708740234
-20.54042545423893,-23.078628540039062
-20.162457842948864,-22.863689422607422
-19.77125514193325,-22.64666748046875
-19.362287193509026,-22.394283294677734
-18.94356736107622,-22.131946563720703
-18.50346751856335,-21.845979690551758
-18.047118279062385,-21.543926239013672
-17.57022466202186,-21.212646484375
-17.07343496649696,-20.870800018310547
-16.569720997473052,-20.514802932739258
-16.04788157522843,-20.1395263671875
-15.506860113139991,-19.74567413330078
-14.948975044288773,-19.32402229309082
-14.366432879994655,-18.910703659057617
-13.777763492312321,-18.467315673828125
-13.171147343628183,-17.994564056396484
-12.551237150174094,-17.535476684570312
-11.918189077755143,-17.030115127563477
-11.271636928950713,-16.504838943481445
-10.607431404058193,-15.967954635620117
-9.922618238654136,-15.443187713623047
-9.221138064931688,-14.870697021484375
-8.511328302971682,-14.302804946899414
-7.790040175637432,-13.739028930664062
-7.064110321702401,-13.163759231567383
-6.321400762040323,-12.499906539916992
-5.5665725349796675,-11.850868225097656
-4.801287700465534,-11.193275451660156
-4.021457501334608,-10.513729095458984
-3.235739262407424,-9.838144302368164
-2.4369305171882596,-9.114240646362305
-1.6467183241566046,-8.443981170654297
-0.8508825484751837,-7.699335098266602
-0.0596411271842341,-6.998846054077148
0.7340896870705981,-6.249294281005859
